en,fr
And we've seen this in cellphones.,Nous l'avons vu avec les téléphones portables.
"My goodness, we're going to hit 70 percent penetration of cellphones in the developing world by the end of 2013.","Mon Dieu, nous allons atteindre 70 % de pénétration des téléphones mobiles dans les pays en voie de développement d'ici l'année 2013."
"Think about it, that a Masai warrior on a cellphone in the middle of Kenya has better mobile comm than President Reagan did 25 years ago.","Pensez-y, un guerrier Massai au téléphone en plein milieu du Kenya a de meilleurs connections que le Président Reagan 25 ans auparavant."
"And if they're on a smartphone on Google, they've got access to more knowledge and information than President Clinton did 15 years ago.","S'ils sont sur Google sur leur smartphone, ils ont accès à plus de connaissances et d'informations que le Président Clinton 15 ans auparavant."
They're living in a world of information and communication abundance that no one could have ever predicted.,Ils vivent dans un monde d'abondance de l'information et de la communication que personne n'aurait pu prédire.
"Better than that, the things that you and I spent tens and hundreds of thousands of dollars for — GPS, HD video and still images, libraries of books and music, medical diagnostic technology — are now literally dematerializing and demonetizing into your cellphone.","Mieux que cela, les choses sur lesquelles vous et moi avons dépensé des dizaines et des centaines de milliers de dollars — le GPS, la vidéo HD, les photos, les bibliothèques de livres et de musique, la technologie de diagnostique médical — sont maintenant littéralement dématérialisées et démonétisées, dans vos téléphones."
Probably the best part of it is what's coming down the pike in health.,Il est probable que la meilleure partie de cela est ce qui vient de la santé.
"Last month, I had the pleasure of announcing with Qualcomm Foundation something called the $10 million Qualcomm Tricorder X Prize.","Le mois dernier, j'ai eu le plaisir d'annoncer avec la Qualcomm Foundation ce qu'on a appelé le Qualcomm Tricorder X Prize à 10 millions de $."
"We're challenging teams around the world to basically combine these technologies into a mobile device that you can speak to, because it's got A.I., you can cough on it, you can do a finger blood prick.","Nous défions des équipes autour du monde pour combiner ces technologies en un appareil mobile auquel vous pouvez parler, parce qu'il est doté d'une intelligence artificielle, vous pouvez tousser dessus, vous pouvez récupérer le sang d'une piqûre au doigt."
"And to win, it needs to be able to diagnose you better than a team of board-certified doctors.","Pour gagner, il doit être capable d'établir un meilleur diagnostique qu'une équipe de médecins certifiés."
"So literally, imagine this device in the middle of the developing world where there are no doctors, 25 percent of the disease burden and 1.3 percent of the health care workers.","Donc littéralement, imaginez cet appareil dans les pays en voie de développement où il n'y a pas de médecins, 25 % du fardeau de la maladie et 1,3 % des travailleurs de la sécurité sociale."
"When this device sequences an RNA or DNA virus that it doesn't recognize, it calls the CDC and prevents the pandemic from happening in the first place.","Quand cet appareil séquence un virus de l'ARN ou de l'ADN qu'il ne reconnaît pas, il appelle le centre pour le contrôle et la prévention des maladies et empêche la pandémie d'arriver en premier lieu."
"But here, here is the biggest force for bringing about a world of abundance.","Mais ici, voilà la plus grande force pour amener un monde d'abondance."
I call it the rising billion.,Je l'appelle le milliard en croissance.
So the white lines here are population.,Les lignes blanches sont la population.
We just passed the seven billion mark on Earth.,Nous venons juste de passer les sept milliards sur la Terre.
"And by the way, the biggest protection against a population explosion is making the world educated and healthy.","Au fait, la plus grande protection contre une explosion démographique est de rendre le monde éduqué et en bonne santé."
"In 2010, we had just short of two billion people online, connected.","En 2010, nous étions à peine deux milliards de personnes en ligne et connectés."
"By 2020, that's going from two billion to five billion Internet users.","D'ici 2020, ça passera de deux milliards à cinq milliards d'utilisateurs d'Internet."
Three billion new minds who have never been heard from before are connecting to the global conversation.,Trois milliards de nouveaux esprits qui n'ont jamais été entendus auparavant se connectent à la conversation mondiale.
"What will these people want? What will they consume? What will they desire? And rather than having economic shutdown, we're about to have the biggest economic injection ever.","Que voudront ces gens ? Que consommeront-ils ? Que désireront-ils ? Au lieu d'avoir un ralentissement économique, nous allons connaître la plus grande injection économique."
These people represent tens of trillions of dollars injected into the global economy.,Ces gens représentent des dizaines de trillions de dollars injectés dans l'économie mondiale.
"And they will get healthier by using the Tricorder, and they'll become better educated by using the Khan Academy, and by literally being able to use 3D printing and infinite computing [become] more productive than ever before.","Ils deviendront en meilleur santé en utilisant le Tricorder, et ils seront mieux éduqués avec la Khan Academy, en étant littéralement capables d'utiliser l'impression 3d et l'infinite computing, ils seront encore plus productifs qu'avant."
"So what could three billion rising, healthy, educated, productive members of humanity bring to us?","Qu'est-ce donc que trois milliards de personnes en croissance, en bonne santé, éduquées, et membres productifs de l'humanité pourront nous apporter ?"
How about a set of voices that have never been heard from before.,Quid d'un ensemble de voix qui n'ont jamais été entendues auparavant ?
"What about giving the oppressed, wherever they might be, the voice to be heard and the voice to act for the first time ever?","Pourquoi ne pas donner aux oppressés, où qu'ils soient, la voix pour être entendus et pour agir pour la toute première fois ?"
What will these three billion people bring?,Qu'est-ce que ces trois milliards de personnes apporteront ?
What about contributions we can't even predict?,Et les contributions que nous ne pouvons prédire ?
"The one thing I've learned at the X Prize is that small teams driven by their passion with a clear focus can do extraordinary things, things that large corporations and governments could only do in the past.","La chose que j'ai apprise au X Prize est que des petites équipes, guidées par leur passion et avec un objectif clair, peuvent accomplir des choses extraordinaires, des choses que seuls de grandes entreprises ou des gouvernements pouvaient faire dans le passé."
Let me share and close with a story that really got me excited.,Laissez-moi finir en partageant une histoire qui m'a vraiment enthousiasmé.
There is a program that some of you might have heard of.,Il existe un programme que certains d'entre vous connaissent peut-être.
It's a game called Foldit.,C'est un jeu appelée Foldit.
It came out of the University of Washington in Seattle.,"Il est sorti de l'Université de Washington, à Seattle."
And this is a game where individuals can actually take a sequence of amino acids and figure out how the protein is going to fold.,C'est un jeu où les individus peuvent prendre une séquence d'acides aminés et trouver comment la protéine va se plier.
And how it folds dictates its structure and its functionality.,Sa façon de se plier détermine sa structure et sa fonctionnalité.
And it's very important for research in medicine.,C'est très important pour la recherche en médecine.
"And up until now, it's been a supercomputer problem.","Jusqu'à maintenant, c'était un problème pour superordinateur."
"And this game has been played by university professors and so forth. And it's literally, hundreds of thousands of people came online and started playing it.","Ce jeu a été joué par des professeurs d'université, etc. et ces centaines de milliers de personnes se sont mises en ligne et ont commencé à y jouer."
"And it showed that, in fact, today, the human pattern recognition machinery is better at folding proteins than the best computers.","Ça a montré que, en fait aujourd'hui, la machine humaine de reconnaissance de motifs est meilleure pour plier les protéines que les meilleurs ordinateurs."
"And when these individuals went and looked at who was the best protein folder in the world, it wasn't an MIT professor, it wasn't a CalTech student, it was a person from England, from Manchester, a woman who, during the day, was an executive assistant at a rehab clinic and, at night, was the world's best protein folder.","Quand ces gens ont regardé qui était le meilleur plieur de protéines au monde, ce n'était pas un professeur du MIT, ce n'était pas un étudiant de Caltech, c'était une personne d'Angleterre, de Manchester, une femme qui, pendant la journée, était assistante de direction dans une clinique de sevrage, et qui la nuit était la meilleure plieuse de protéines au monde."
"Ladies and gentlemen, what gives me tremendous confidence in the future is the fact that we are now more empowered as individuals to take on the grand challenges of this planet.","Mesdames et messieurs, ce qui me donne une confiance démesurée en notre futur est le fait que nous avons maintenant plus de pouvoir en tant qu'individus pour relever les grands défis de cette planète."
We have the tools with this exponential technology.,Nous avons les outils avec cette technologie exponentielle.
We have the passion of the DIY innovator.,Nous avons la passion des innovateurs autonomes.
We have the capital of the techno-philanthropist.,Nous avons le capital des techno-philanthropes.
"And we have three billion new minds coming online to work with us to solve the grand challenges, to do that which we must do.","Nous avons trois milliards de nouveaux esprits qui se connectent pour travailler avec nous à la résolution des grands défis, pour faire ce que nous devons faire."
We are living into extraordinary decades ahead.,Nous allons vivre d'extraordinaires décennies.
Thank you.,Merci.
(Applause),(Applaudissements)
Well this is a really extraordinary honor for me.,C'est vraiment un honneur extraordinaire pour moi.
"I spend most of my time in jails, in prisons, on death row.","Je passe la plupart de mon temps dans les prisons, dans le couloir de la mort."
I spend most of my time in very low-income communities in the projects and places where there's a great deal of hopelessness.,Je passe la plupart de mon temps dans des collectivités à très faible revenu dans les HLM et les lieux où il y a beaucoup de désespoir.
"And being here at TED and seeing the stimulation, hearing it, has been very, very energizing to me.","Et être ici à TED et voir la stimulation, l'entendre, me donne beaucoup, beaucoup d'énergie."
And one of the things that's emerged in my short time here is that TED has an identity.,Et une des choses qui m'est apparue pendant mon bref passage ici est que TED a une identité.
And you can actually say things here that have impacts around the world.,Vous pouvez dire des choses ici qui ont des répercussions dans le monde entier.
"And sometimes when it comes through TED, it has meaning and power that it doesn't have when it doesn't.","Et parfois, quand ça passe par TED, ça a du sens et de la puissance que ça n'a pas autrement."
And I mention that because I think identity is really important.,Je le mentionne parce que je pense que l'identité est vraiment importante.
And we've had some fantastic presentations.,Et nous avons eu des présentations fantastiques.
"And I think what we've learned is that, if you're a teacher your words can be meaningful, but if you're a compassionate teacher, they can be especially meaningful.","Et je pense que ce que nous avons appris est que, si vous êtes enseignant, vos mots peuvent avoir un sens, mais si vous êtes un enseignant qui a de la compassion, ils peuvent être particulièrement significatifs."
"If you're a doctor you can do some good things, but if you're a caring doctor you can do some other things.","Si vous êtes médecin, vous pouvez faire de bonnes choses, mais si vous êtes un médecin bienveillant, vous pouvez faire d'autres choses."
And so I want to talk about the power of identity.,Donc je veux parler de la puissance de l'identité.
And I didn't learn about this actually practicing law and doing the work that I do.,En fait je n'ai pas appris cela en faisant du droit ou dans mon travail actuel.
I actually learned about this from my grandmother.,J'ai vraiment appris ça auprès de ma grand-mère.
"I grew up in a house that was the traditional African-American home that was dominated by a matriarch, and that matriarch was my grandmother.","J'ai grandi dans une maison qui était une maison traditionnelle afro-américaine dominée par une matriarche, et cette matriarche était ma grand-mère."
"She was tough, she was strong, she was powerful.","Elle était difficile, elle était forte, elle était puissante."
She was the end of every argument in our family.,Elle mettait fin à chaque dispute dans notre famille.
She was the beginning of a lot of arguments in our family.,Elle initiait un grand nombre de disputes dans notre famille.
She was the daughter of people who were actually enslaved.,Ses parents étaient effectivement des esclaves.
Her parents were born in slavery in Virginia in the 1840's.,Ses parents étaient nés en esclavage en Virginie dans les années 1840.
She was born in the 1880's and the experience of slavery very much shaped the way she saw the world.,Elle est née dans les années 1880 et l'expérience de l'esclavage a largement façonné sa vision du monde.
"And my grandmother was tough, but she was also loving.","Et ma grand-mère était difficile, mais elle était également affectueuse."
"When I would see her as a little boy, she'd come up to me and she'd give me these hugs.","Quand je la voyais quand j'étais petit garçon, elle venait vers moi et elle me serrait dans ses bras."
And she'd squeeze me so tight I could barely breathe and then she'd let me go.,Et elle me serrait si fort que je pouvais à peine respirer et puis elle me laissait partir.
"And an hour or two later, if I saw her, she'd come over to me and she'd say, ""Bryan, do you still feel me hugging you?"" And if I said, ""No,"" she'd assault me again, and if I said, ""Yes,"" she'd leave me alone.","Et une heure ou deux plus tard, si je la voyais, elle venait vers moi et elle me disait : « Bryan, tu me sens encore en train de te serrer ? » Et si je disais « Non », elle me sautait dessus à nouveau, et si je disais « Oui », elle me laissait tranquille."
And she just had this quality that you always wanted to be near her.,Et elle avait cette qualité qui faisait que vous vouliez toujours être près d'elle.
And the only challenge was that she had 10 children.,"Et le seul problème, c'est qu'elle avait 10 enfants."
My mom was the youngest of her 10 kids.,Ma mère était la plus jeune de ses 10 enfants.
"And sometimes when I would go and spend time with her, it would be difficult to get her time and attention.","Et parfois, quand j'allais passer du temps avec elle, il était difficile d'obtenir son temps et son attention."
My cousins would be running around everywhere.,Mes cousins couraient partout.
"And I remember, when I was about eight or nine years old, waking up one morning, going into the living room, and all of my cousins were running around.","Et je me souviens, quand j'avais environ huit ou neuf ans, m'être réveillé un matin, être allé dans la salle de séjour, et tous mes cousins couraient partout."
And my grandmother was sitting across the room staring at me.,Et ma grand-mère était assise de l'autre côté de la pièce et me regardait fixement.
And at first I thought we were playing a game.,"Et au début, j'ai pensé que nous jouions à un jeu."
"And I would look at her and I'd smile, but she was very serious.","Et je la regardais et je souriais, mais elle était très grave."
"And after about 15 or 20 minutes of this, she got up and she came across the room and she took me by the hand and she said, ""Come on, Bryan.","Et au bout d'environ 15 ou 20 minutes de ce jeu-là, elle s'est levée, elle a traversé la pièce et elle m'a pris par la main et elle a dit : « Viens, Bryan."
"You and I are going to have a talk. ""And I remember this just like it happened yesterday.","Toi et moi, nous allons discuter. » Et je m'en souviens comme si c'était hier."
I never will forget it.,Je ne l'oublierai jamais.
"She took me out back and she said, ""Bryan, I'm going to tell you something, but you don't tell anybody what I tell you."" I said, ""Okay, Mama."" She said, ""Now you make sure you don't do that."" I said, ""Sure."" Then she sat me down and she looked at me and she said, ""I want you to know I've been watching you."" And she said, ""I think you're special."" She said, ""I think you can do anything you want to do."" I will never forget it.","Elle m'a emmené au fond de la maison et elle a dit : « Bryan, je vais te dire quelque chose, mais tu ne le dis à personne. » Je lui ai dit : « D'accord, Mamie. » Elle a dit : « Tu ne le feras pas, n'est-ce pas ». J'ai dit : « Bien sûr »."
"And then she said, ""I just need you to promise me three things, Bryan."" I said, ""Okay, Mama."" She said, ""The first thing I want you to promise me is that you'll always love your mom."" She said, ""That's my baby girl, and you have to promise me now you'll always take care of her."" Well I adored my mom, so I said, ""Yes, Mama.","Et puis elle a dit : « J'ai juste besoin que tu me promettes trois choses, Bryan. » J'ai dit : « D'accord, Mamie. » Elle a dit : « La première chose que je veux que tu me promettes est que tu aimeras toujours ta mère. » Elle a dit : « C'est ma petite fille, et tu dois me promettre maintenant que tu prendras toujours soin d'elle. » J'adorais ma mère, je lui ai dit : « Oui, Mamie."
"I'll do that. ""Then she said,"" The second thing I want you to promise me is that you'll always do the right thing even when the right thing is the hard thing. ""And I thought about it and I said,"" Yes, Mama.","Je le fairai. » Puis elle a dit : « La deuxième chose que je veux que tu me promettes est que tu feras toujours ce qui est bien même si ce qui est bien est difficile. » Et j'ai réfléchi et j'ai dit : « Oui, Mamie."
"I'll do that. ""Then finally she said,"" The third thing I want you to promise me is that you'll never drink alcohol. ""(Laughter) Well I was nine years old, so I said,"" Yes, Mama.","Je le ferai. » Puis, finalement, elle a dit : « La troisième chose que je veux que tu me promettes est que tu ne boiras jamais d'alcool. » (Rires) J'avais neuf ans, alors j'ai dit : « Oui, Mamie."
"I'll do that. """,Je le ferai. »
"I grew up in the country in the rural South, and I have a brother a year older than me and a sister a year younger.","J'ai grandi à la campagne dans le sud rural, et j'ai un frère un an plus âgé que moi et une sœur un an plus jeune."
"When I was about 14 or 15, one day my brother came home and he had this six-pack of beer — I don't know where he got it — and he grabbed me and my sister and we went out in the woods.","Quand j'avais environ 14 ou 15 ans, un jour, mon frère est venu à la maison et il avait ce pack de bière - Je ne sais pas où il l'avait eu - et il a attrapé ma sœur et moi et nous sommes allés dans les bois."
And we were kind of just out there doing the stuff we crazily did.,Et nous faisions les fous là-bas comme d'habitude.
"And he had a sip of this beer and he gave some to my sister and she had some, and they offered it to me.","Il a bu une gorgée de cette bière, et il en a donné à ma sœur, et ils m'en ont proposé."
"I said, ""No, no, no. That's okay. You all go ahead. I'm not going to have any beer."" My brother said, ""Come on.","J'ai dit : « Non, non, non. C'est bon. Allez-y. Je ne bois pas de bière. » Mon frère a dit : « Allez."
We're doing this today; you always do what we do.,On fait ça aujourd'hui ; tu fais toujours ce qu'on fait.
"I had some, your sister had some. Have some beer. ""I said,"" No, I don't feel right about that.","J'en ai bu, ta sœur en a bu, Bois donc de la bière. » J'ai dit : « Non, ça ne me va pas."
"Y'all go ahead. Y'all go ahead. ""And then my brother started staring at me.","Allez-y, vous autres, allez-y. » Et puis mon frère a commencé à me regarder fixement."
"He said, ""What's wrong with you?",Il a dit : « Qu'est-ce qui te prend ?
"Have some beer. ""Then he looked at me real hard and he said,"" Oh, I hope you're not still hung up on that conversation Mama had with you. ""(Laughter) I said,"" Well, what are you talking about? ""He said,"" Oh, Mama tells all the grandkids that they're special. ""(Laughter) I was devastated.","Bois de la bière. » Puis il m'a regardé très intensément et il a dit : « Oh, j'espère que tu n'en es pas resté à cette conversation que Mamie a eu avec toi. » (Rires) J'ai dit : « Qu'est-ce que tu racontes ? » Il a dit : « Oh, mamie dit à tous ses petits-enfants qu'ils sont spéciaux. » (Rires) J'étais effondré."
(Laughter),(Rires)
And I'm going to admit something to you.,Et je vais vous avouer quelque chose.
I'm going to tell you something I probably shouldn't.,Je vais vous dire quelque chose que je ne devrais probablement pas vous dire.
I know this might be broadcast broadly.,Je sais que cela pourrait être diffusé largement.
"But I'm 52 years old, and I'm going to admit to you that I've never had a drop of alcohol. (Applause) I don't say that because I think that's virtuous; I say that because there is power in identity.","Mais j'ai 52 ans, et je vais vous avouer que je n'ai jamais bu une goutte d'alcool. (Applaudissements) Je ne dis pas cela parce que je pense que c'est vertueux ; Je dis cela parce qu'il y a du pouvoir dans l'identité."
"When we create the right kind of identity, we can say things to the world around us that they don't actually believe makes sense.","Quand nous créons le bon type d'identité, nous pouvons dire des choses aux gens autour de nous qu'ils croient insensées."
We can get them to do things that they don't think they can do.,Nous pouvons les amener à faire des choses qu'ils ne pensent pas pouvoir faire.
"When I thought about my grandmother, of course she would think all her grandkids were special.","Quand j'ai pensé à ma grand-mère, bien sûr, elle pensait que ses petits-enfants étaient tous spéciaux."
My grandfather was in prison during prohibition.,Mon grand-père était en prison durant la prohibition.
My male uncles died of alcohol-related diseases.,Mes oncles sont morts de maladies liées à l'alcool.
And these were the things she thought we needed to commit to.,Et elle pensait que nous devions nous engager pour ces choses-là.
Well I've been trying to say something about our criminal justice system.,"Eh bien, j'ai essayé de dire quelque chose à propos de notre système de justice pénale."
This country is very different today than it was 40 years ago.,Ce pays est très différent aujourd'hui de ce qu'il était il y a 40 ans.
"In 1972, there were 300,000 people in jails and prisons.","En 1972, il y avait 300 000 personnes dans les prisons."
"Today, there are 2.3 million.","Aujourd'hui, il y en a 2,3 millions."
The United States now has the highest rate of incarceration in the world.,Les États-Unis ont à présent le plus haut taux d'incarcération dans le monde.
We have seven million people on probation and parole.,Nous avons 7 millions de personnes en sursis et en liberté conditionnelle.
"And mass incarceration, in my judgment, has fundamentally changed our world.","Et l'incarcération de masse, à mon avis, a fondamentalement changé notre monde."
"In poor communities, in communities of color there is this despair, there is this hopelessness, that is being shaped by these outcomes.","Dans les communautés pauvres, dans les communautés de couleur il y a ce désespoir, il y a ce désespoir, qui est façonné par ces résultats."
"One out of three black men between the ages of 18 and 30 is in jail, in prison, on probation or parole.","Un homme noir sur trois entre 18 et 30 ans est en prison, en sursis ou en liberté conditionnelle."
"In urban communities across this country — Los Angeles, Philadelphia, Baltimore, Washington — 50 to 60 percent of all young men of color are in jail or prison or on probation or parole.","Dans les communautés urbaines dans tout le pays - Los Angeles, Philadelphie, Baltimore, Washington - 50 % à 60 % de tous les jeunes hommes de couleur sont en prison, en sursis, ou en liberté conditionnelle."
"Our system isn't just being shaped in these ways that seem to be distorting around race, they're also distorted by poverty.","Notre système est non seulement façonné par ces modes de fonctionnement qui semblent faussés par la race, ils sont aussi faussés par la pauvreté."
We have a system of justice in this country that treats you much better if you're rich and guilty than if you're poor and innocent.,Nous avons un système de justice dans ce pays qui vous traite beaucoup mieux si vous êtes riche et coupable que si vous êtes pauvre et innocent.
"Wealth, not culpability, shapes outcomes.","La richesse, et non pas la culpabilité, influe sur ces résultats."
"And yet, we seem to be very comfortable.","Et pourtant, nous semblons être très à l'aise."
The politics of fear and anger have made us believe that these are problems that are not our problems.,La politique de la peur et la colère nous ont fait croire que ce sont des problèmes qui ne sont pas nos problèmes.
We've been disconnected.,Nous avons été déconnectés.
It's interesting to me.,C'est intéressant pour moi.
We're looking at some very interesting developments in our work.,Nous voyons des développements très intéressants dans notre travail.
"My state of Alabama, like a number of states, actually permanently disenfranchises you if you have a criminal conviction.","Mon état de l'Alabama, comme un certain nombre d'états, vous prive effectivement de vos droits civiques de façon permanente si vous avez un casier judiciaire."
Right now in Alabama 34 percent of the black male population has permanently lost the right to vote.,À l'heure actuelle dans l'Alabama 34 % de la population mâle noire a définitivement perdu le droit de vote.
We're actually projecting in another 10 years the level of disenfranchisement will be as high as it's been since prior to the passage of the Voting Rights Act.,Nous prévoyons en fait que dans 10 ans le niveau de perte des droits sera le plus élevé depuis avant l'adoption de la Loi sur les droits de vote.
And there is this stunning silence.,Et il y a ce silence étonnant.
I represent children. A lot of my clients are very young.,Je représente les enfants. Beaucoup de mes clients sont très jeunes.
The United States is the only country in the world where we sentence 13-year-old children to die in prison.,Les États-Unis sont le seul pays dans le monde où nous condamnons des enfants de 13 ans à mourir en prison.
We have life imprisonment without parole for kids in this country.,Nous avons la réclusion à perpétuité sans libération conditionnelle pour les enfants dans ce pays.
And we're actually doing some litigation.,Et nous sommes en train de faire des procédures en fait.
The only country in the world.,Le seul pays dans le monde.
I represent people on death row.,Je représente des gens dans le couloir de la mort.
"It's interesting, this question of the death penalty.","C'est intéressant, cette question de la peine de mort."
"In many ways, we've been taught to think that the real question is, do people deserve to die for the crimes they've committed?","À bien des égards, on nous a appris à penser que la vraie question est : Les gens méritent-ils de mourir pour les crimes qu'ils ont commis ?"
And that's a very sensible question.,Et c'est une question très sensible.
But there's another way of thinking about where we are in our identity.,Mais il y a une autre façon de penser notre position dans notre identité.
"The other way of thinking about it is not, do people deserve to die for the crimes they commit, but do we deserve to kill?",L'autre façon de penser n'est pas : les gens méritent-ils de mourir pour les crimes qu'ils commettent ? Mais : méritons-nous de tuer ?
"I mean, it's fascinating.","Je veux dire, c'est fascinant."
Death penalty in America is defined by error.,La peine de mort aux États-Unis est définie par l'erreur.
"For every nine people who have been executed, we've actually identified one innocent person who's been exonerated and released from death row.","Pour neuf personnes qui ont été exécutées, nous avons effectivement identifié une personne innocente qui a été acquittée et libérée du couloir de la mort."
A kind of astonishing error rate — one out of nine people innocent.,Un taux d'erreur étonnant - une personne innocente sur neuf.
"I mean, it's fascinating.","Je veux dire, c'est fascinant."
"In aviation, we would never let people fly on airplanes if for every nine planes that took off one would crash.","Dans l'aviation, nous ne laisserions jamais les gens voler à bord des avions si, pour neuf avions qui décollent, un avion s'écrasait."
But somehow we can insulate ourselves from this problem.,"Mais de toute façon, nous pouvons nous isoler de ce problème."
It's not our problem.,Ce n'est pas notre problème.
It's not our burden.,Ce n'est pas notre fardeau.
It's not our struggle.,Ce n'est pas notre combat.
I talk a lot about these issues.,Je parle beaucoup de ces questions.
I talk about race and this question of whether we deserve to kill.,Je parle de race et de la question de savoir si nous méritons de tuer.
"And it's interesting, when I teach my students about African-American history, I tell them about slavery.","Et il est intéressant, quand j'enseigne à mes élèves l'histoire afro-américaine, je leur parle de l'esclavage."
"I tell them about terrorism, the era that began at the end of reconstruction that went on to World War II.","Je leur parle du terrorisme, l'ère qui a commencé à la fin de la reconstruction jusqu'à la Seconde Guerre mondiale."
We don't really know very much about it.,Nous ne savons pas vraiment grand chose à ce sujet.
"But for African-Americans in this country, that was an era defined by terror.","Mais pour les Afro-Américains dans ce pays, c'était une époque définie par la terreur."
"In many communities, people had to worry about being lynched.","Dans de nombreuses communautés, les gens avaient à craindre d'être lynchés."
They had to worry about being bombed.,Ils avaient à craindre d'être bombardés.
It was the threat of terror that shaped their lives.,C'était la menace de la terreur qui façonnait leur vie.
"And these older people come up to me now and they say, ""Mr. Stevenson, you give talks, you make speeches, you tell people to stop saying we're dealing with terrorism for the first time in our nation's history after 9 / 11."" They tell me to say, ""No, tell them that we grew up with that."" And that era of terrorism, of course, was followed by segregation and decades of racial subordination and apartheid.","Et ces personnes âgées viennent me voir maintenant et ils disent, « M. Stevenson, vous donnez des conférences, vous faites des discours, vous dites aux gens d'arrêter de dire que nous avons à faire au terrorisme pour la première fois dans l'histoire de notre nation après le 11 septembre ». Ils me disent de dire : « Non, dites-leur que nous avons grandi avec cela ». Et que l'ère du terrorisme, bien sûr, a été suivie par la ségrégation et des décennies de subordination raciale et d'apartheid."
"And yet, we have in this country this dynamic where we really don't like to talk about our problems.","Et pourtant, nous sommes dans ce pays dans une dynamique où nous n'aimons vraiment pas parler de nos problèmes."
We don't like to talk about our history.,Nous n'aimons pas parler de notre histoire.
"And because of that, we really haven't understood what it's meant to do the things we've done historically.","Et à cause de cela, nous n'avons pas vraiment compris le sens de ce que nous avons fait historiquement."
We're constantly running into each other.,Nous nous heurtons constamment les uns les autres.
We're constantly creating tensions and conflicts.,Nous sommes constamment à créer des tensions et des conflits.
"We have a hard time talking about race, and I believe it's because we are unwilling to commit ourselves to a process of truth and reconciliation.","Il nous est difficile de parler de race, et je crois que c'est parce que nous refusons de nous engager dans un processus de vérité et de réconciliation."
"In South Africa, people understood that we couldn't overcome apartheid without a commitment to truth and reconciliation.","En Afrique du Sud, les gens ont compris que nous ne pouvions pas vaincre l'apartheid sans un engagement en faveur de la vérité et de la réconciliation."
"In Rwanda, even after the genocide, there was this commitment, but in this country we haven't done that.","Au Rwanda, même après le génocide, il y avait cet engagement, mais dans ce pays, nous n'avons pas fait cela."
I was giving some lectures in Germany about the death penalty.,Je donnais quelques conférences en Allemagne au sujet de la peine de mort.
"It was fascinating because one of the scholars stood up after the presentation and said, ""Well you know it's deeply troubling to hear what you're talking about."" He said, ""We don't have the death penalty in Germany.","C'était fascinant parce que l'un des savants s'est levé après la présentation et a dit : « Eh bien, vous savez que c'est profondément troublant d'entendre ce dont vous parlez ». Il a dit : « Nous n'avons pas la peine de mort en Allemagne."
"And of course, we can never have the death penalty in Germany. ""And the room got very quiet, and this woman said,"" There's no way, with our history, we could ever engage in the systematic killing of human beings.","Et bien sûr, nous ne pourrons jamais avoir la peine de mort en Allemagne. » Et la salle est devenue très silencieuse, et cette femme a dit : « Il est impossible, avec notre histoire, que nous puissions un jour nous engager dans le massacre systématique des êtres humains."
"It would be unconscionable for us to, in an intentional and deliberate way, set about executing people. ""And I thought about that.","Ce serait inadmissible pour nous d'une manière intentionnelle et délibérée, de nous mettre à exécuter des gens. » Et j'ai réfléchi à ça."
"What would it feel like to be living in a world where the nation state of Germany was executing people, especially if they were disproportionately Jewish?","Quel effet cela ferait de vivre dans un monde où l'État-nation allemand exécuterait des gens, surtout s'il s'agissait de juifs de manière disproportionnée ?"
I couldn't bear it. It would be unconscionable.,Je ne pourrais pas le supporter. Ce serait inadmissible.
"And yet, in this country, in the states of the Old South, we execute people — where you're 11 times more likely to get the death penalty if the victim is white than if the victim is black, 22 times more likely to get it if the defendant is black and the victim is white — in the very states where there are buried in the ground the bodies of people who were lynched.","Et pourtant, dans ce pays, dans les États du Vieux Sud, nous exécutons les gens - là où vous avez 11 fois plus de chances d'être condamné à mort si la victime est blanche que si la victime est noire, 22 fois plus de chances d'être condamné à mort si l'accusé est noir et la victime est blanche - dans les mêmes états où sont enterrés les corps des personnes qui ont été lynchées."
"And yet, there is this disconnect.","Et pourtant, il y a cette déconnexion."
Well I believe that our identity is at risk.,"Eh bien je crois que notre identité court un risque, lorsque nous ne nous soucions effectivement pas de ces choses difficiles, les choses positives et merveilleuses sont néanmoins impliquées."
"That when we actually don't care about these difficult things, the positive and wonderful things are nonetheless implicated. We love innovation. We love technology. We love creativity. We love entertainment. But ultimately, those realities are shadowed by suffering, abuse, degradation, marginalization.","Nous aimons le divertissement. Mais finalement, ces réalités sont assombries par la souffrance, les mauvais traitements, la dégradation, la marginalisation."
"And for me, it becomes necessary to integrate the two.","Et pour moi, il devient nécessaire d'intégrer les deux."
"Because ultimately we are talking about a need to be more hopeful, more committed, more dedicated to the basic challenges of living in a complex world.","Parce que finalement, nous parlons d'un besoin d'être plus optimiste, plus engagé, plus dévoué aux problèmes fondamentaux de la vie dans un monde complexe."
"And for me that means spending time thinking and talking about the poor, the disadvantaged, those who will never get to TED.","Et pour moi, cela signifie passer du temps à penser et à parler des pauvres, des défavorisés, de ceux qui ne viendront jamais à TED."
But thinking about them in a way that is integrated in our own lives.,Mais en pensant à eux d'une manière qui est intégrée dans nos propres vies.
"You know ultimately, we all have to believe things we haven't seen. We do. As rational as we are, as committed to intellect as we are.","En fin de compte, nous devons tous croire des choses que nous n'avons pas vues. Nous le faisons. Aussi rationnels que nous sommes, aussi dévoués à l'intelligence que nous sommes."
